filepath,hour,minute,second,label
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,39,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,42,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,43,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,43,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,46,10,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,9,47,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,9,50,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,11,10,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,11,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,18,30,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,18,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250307.pkl,16,18,50,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,27,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,28,10,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,33,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,34,50,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,37,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,46,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,49,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,49,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,49,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,49,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,50,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,50,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,51,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,51,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,52,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,52,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,52,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,54,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,55,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,55,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,55,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,56,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,57,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,9,58,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,0,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,0,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,2,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,2,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,4,10,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,4,30,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250309.pkl,10,4,40,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,39,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,39,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,39,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,41,10,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,41,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,41,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,41,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,41,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,42,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,42,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,42,30,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,42,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,43,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,45,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,45,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,10,46,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,30,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,31,50,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,37,0,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,37,10,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,37,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,37,30,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,37,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,38,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,39,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,46,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,55,0,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,58,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,58,30,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,58,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,0,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,10,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,30,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_mindful_meal\20250310.pkl,19,59,50,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,16,42,20,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,16,52,40,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,16,52,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,16,53,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,16,53,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,16,54,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,16,54,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,18,3,0,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,18,3,10,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,18,3,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,18,13,10,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,18,13,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,18,13,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,18,13,40,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_kitchen_normal_question\20250322.pkl,18,13,50,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,0,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,0,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,0,20,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,0,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,0,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,0,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,1,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,1,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,1,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,1,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,1,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,1,50,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,2,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,2,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,2,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,2,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,2,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,2,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,3,0,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,3,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,3,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,3,30,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,3,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,3,50,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,4,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,4,10,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,4,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,4,30,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,4,40,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,4,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,5,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,5,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,5,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,5,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,5,40,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,5,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,0,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,10,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,20,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,30,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,50,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,40,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,10,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,10,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,20,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,0,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,11,0,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,11,20,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,11,30,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,11,40,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,11,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,12,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,12,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,12,20,2
