filepath,hour,minute,second,label
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,5,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,0,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,10,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,20,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,30,1
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,6,50,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,40,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,7,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,10,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,8,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,10,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,20,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,9,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,0,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,10,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,11,0,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,11,20,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,11,30,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,11,40,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,11,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,12,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,12,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,12,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,12,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,12,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,12,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,13,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,13,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,13,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,13,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,13,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,13,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,14,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,14,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,14,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,14,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,14,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,14,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,15,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,15,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,15,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,15,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,15,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,15,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,16,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,16,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,16,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,16,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,16,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,16,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,17,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,17,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,17,20,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,17,30,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,17,40,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,17,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,18,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,18,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,18,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,18,30,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,18,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,18,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,19,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,19,10,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,19,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,19,30,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,19,40,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,19,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,20,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,20,10,6
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,20,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,20,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,20,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,20,50,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,21,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,21,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,21,20,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,21,30,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,21,40,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,21,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,22,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,22,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,22,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,22,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,22,40,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,22,50,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,23,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,23,10,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,23,20,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,23,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,23,40,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,23,50,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,24,0,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,24,10,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,24,20,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,24,30,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,24,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,24,50,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,25,0,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,25,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,25,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,25,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,25,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,25,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,26,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,26,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,26,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,26,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,26,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,26,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,27,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,27,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,27,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,27,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,27,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,27,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,28,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,28,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,28,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,28,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,28,40,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,28,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,29,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,29,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,29,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,29,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,29,40,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,29,50,3
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,30,0,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,30,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,30,20,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,30,30,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,30,40,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,30,50,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,31,0,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,31,10,5
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,31,20,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,31,30,4
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,31,40,7
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,31,50,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,32,0,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,32,10,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,32,20,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,32,30,2
D:\OneDrive\文档\Yilin\Edinburgh\MSc project\codebase\Data\p1\user_inter_001_living_mindful_meal\20250311.pkl,22,32,40,2
